title,authors,publishedDate,categories,averageRating,ratingsCount,description,pageCount,language,previewLink,query
Art in Time,['Cole Swensen'],2021-03-09,,,,A collection of hybrid essays on landscape and visual art that implicitly recognizes our obligations to the earth and presents the earth in ways that make others recognize them too.,136.0,en,http://books.google.co.in/books?id=23VMzQEACAAJ&dq=art&hl=&cd=67&source=gbs_api,art
Art as Therapy,"['Alain Botton', 'John Armstrong']",2016-10-24,['Art'],,,"Two authorities on popular culture reveal the ways in which art can enhance mood and enrich lives - now available in paperback This passionate, thought-provoking, often funny, and always-accessible book proposes a new way of looking at art, suggesting that it can be useful, relevant, and therapeutic. Through practical examples, the world-renowned authors argue that certain great works of art have clues as to how to manage the tensions and confusions of modern life. Chapters on love, nature, money, and politics show how art can help with many common difficulties, from forging good relationships to coming to terms with mortality.",0.0,en,http://books.google.co.in/books?id=qb_FjwEACAAJ&dq=art&hl=&cd=69&source=gbs_api,art
How to Read Art,['Liz Rideal'],2015-04-14,['Art'],,,"This charmingly illustrated, highly informative field guide to understanding art history is small enough to fit in a pocket yet serious enough to provide real answers. This seventh entry in the hugely popular How to Read series is a one-stop guide to understanding the world’s great artworks. The book explains the aesthetics of schools of painting from the Renaissance masters and Impressionists to the Cubists and Modernists. It enables readers to develop swiftly an understanding of the vocabulary of painting and to discover how to look at diverse paintings in detail.In the first part of the book, the author reveals how to read paintings by considering five key areas: shape and support, style and medium, compositional devices, genre, and the meaning of recurring motifs and symbols. The second part explores fifty paintings through extracted details, accompanied by insightful commentary, training the reader and viewer to understand context and discover meaning within art. How to Read Art is the perfect companion for anyone interested in paintings and a book that no art lover’s home should be without.",257.0,en,http://books.google.co.in/books?id=iL-JDQAAQBAJ&dq=art&hl=&cd=70&source=gbs_api,art
The 20th Century Art Book,,2001,,,,,,en,http://books.google.co.in/books?id=jr65vgEACAAJ&dq=art&hl=&cd=72&source=gbs_api,art
Art Insight,['Fanchon Jean Silberstein'],2020,['Art'],,,"A first encounter with art is like meeting a stranger: it opens you to new ideas, people, places, and parts of yourself. In Art inSight: Conversations with Cultures, Fanchon Silberstein delves into the first known art and explores what it can reveal about how its makers saw the world and how contemporary artists can help us to see our own. The result is equal parts an ode to the joy of artful engagement, a how-to for anyone interested in understanding art and culture, and a journey around the world from prehistory to the present day. Readers confront strangeness through observation, description, and conversation, and are given the skills to understand cross-cultural divisions and perceive diverse ways of interpreting the world. Organized by ideas rather than history, chronology, or cultures, the book presents dialogues, imagining interactions between paintings created centuries apart, and describing discussions among students learning the role of art in conflict resolution. By emphasizing the relationship between viewer and image, Art inSight urges readers to discover meaning in their own ways and offers questions that lead them into profound connections with works of art and the cultures behind them.",196.0,en,http://books.google.co.in/books?id=zN5izQEACAAJ&dq=art&hl=&cd=73&source=gbs_api,art
The Theory of the Arts,['Francis Edward Sparshott'],2014-07-14,['Art'],,,"In a systematic overview of classical and modern contributions to aesthetics, Professor Sparshott argues that all four lines of theory, and no others, are necessary to coherent thinking about art. Originally published in 1982. The Princeton Legacy Library uses the latest print-on-demand technology to again make available previously out-of-print books from the distinguished backlist of Princeton University Press. These editions preserve the original texts of these important books while presenting them in durable paperback and hardcover editions. The goal of the Princeton Legacy Library is to vastly increase access to the rich scholarly heritage found in the thousands of books published by Princeton University Press since its founding in 1905.",742.0,en,http://books.google.co.in/books?id=ZuX_AwAAQBAJ&pg=PA166&dq=art&hl=&cd=74&source=gbs_api,art
European Union Law,"['Damian Chalmers', 'Gareth Davies', 'Giorgio Monti']",2010-06-24,['Law'],,,"This eagerly awaited new edition has been significantly revised after extensive user feedback to meet current teaching requirements. The first major textbook to be published since the rejuvenation of the Lisbon Treaty, it retains the best elements of the first edition – the engaging, easily understandable writing style, extracts from a variety of sources showing the creation, interpretation and application of the law and comprehensive coverage. In addition it has separate chapters on EU law in national courts, governance and external relations reflecting the new directions in which the field is moving. The examination of the free movement of goods and competition law has been restructured. Chapter introductions clearly set out what will be covered in each section allowing students to approach complex material with confidence and detailed further reading sections encourage further study. Put simply, it is required reading for all serious students of EU law.",1209.0,en,http://books.google.co.in/books?id=GQjXnaies6QC&pg=PR63&dq=art&hl=&cd=75&source=gbs_api,art
Journal of the Royal Society of Arts,,1874,,,,,1016.0,en,http://books.google.co.in/books?id=PZKmZXTEeiQC&pg=PA79&dq=art&hl=&cd=76&source=gbs_api,art
Transnational Belonging and Female Agency in the Arts,"['Basia Sliwinska', 'Catherine Dormor']",2022-10-20,['Art'],,,"Transnational Belonging and Female Agency in the Arts interrogates the politics of space expressed via womxn's artistic practices, which prioritise solidarity and collaboration across borders, imagining attentive geographies of difference. It considers belonging as a manifestation of processes of becoming that traverse borders and generate new spaces and forms of difference. In doing so, the book aims to catalyse mutual social relations founded upon responsibility and response-ability to each other. The transnational framework activates concerns around belonging at a time of intensified divisions, partitioning global narratives, unequal trajectories and increasing violence against bodies of the most vulnerable, largely founded on Eurocentric paradigms of political, economic and cultural superiority. The contributors engage in a conversation signalling transversal thinking and artmaking in order to articulate and activate 'in-between' spaces. This is to welcome co-affective models of belonging that question versatile embodiments of subjectivity as both agentic and as interrelational. Organised around the triangulation of modes of belonging: spatial, affective and collective, overarched by a transnational lens that acknowledges non-hierarchical, local and socially relevant genealogies against universalising politics of globalisation, these essays consider afresh ways in which female agency disrupts borders and activates concerns around different forms of belonging, citizenship and transnationalisms. Cover Image credit: Keren Anavy, Garden of Living Images (2018), general installation view (detail). Courtesy of the artist and Wave Hill. Photographer: Stefan Hagen",313.0,en,http://books.google.co.in/books?id=nS2MEAAAQBAJ&pg=PA206&dq=art&hl=&cd=77&source=gbs_api,art
"The New York State Constitution, Second Edition","['Peter J. Galie', 'Christopher Bopst']",2012-06-01,['Law'],,,"This fully updated new edition of The New York State Constitution provides an outstanding constitutional and historical account of the state's governing charter. In addition to an overview of New York's constitutional history, it provides an in-depth, section-by-section analysis of the entire constitution, detailing the many significant changes that have been made since its initial drafting. This treatment, along with a table of cases, index, and bibliography provides an unsurpassed reference guide for students, scholars, and practitioners of New York's constitution. The New York State Constitution provides ready access to material that will help scholars, judges, lawyers, students and the general public to understand the historical background to the New York Constitution, the intent of the framers, and the evolution and current meaning of its provisions. The Oxford Commentaries on the State Constitutions of the United States is an important series that reflects a renewed international interest in constitutional history and provides expert insight into each of the 50 state constitutions. Each volume in this innovative series contains a historical overview of the state's constitutional development, a section-by-section analysis of its current constitution, and a comprehensive guide to further research. Under the expert editorship of Professor G. Alan Tarr, Director of the Center on State Constitutional Studies at Rutgers University, this series provides essential reference tools for understanding state constitutional law. Books in the series can be purchased individually or as part of a complete set, giving readers unmatched access to these important political documents.",446.0,en,http://books.google.co.in/books?id=y_JQEAAAQBAJ&pg=PA399&dq=art&hl=&cd=78&source=gbs_api,art
Complete International Law,['Ademola Abass'],2014,['Law'],,,"Complete International Law is the only text, cases and materials book on international law. It is an introductory text which covers a wide range of extracts from primary and secondary materials which are combined with incisive author commentary.",805.0,en,http://books.google.co.in/books?id=uPs_BAAAQBAJ&pg=PT40&dq=art&hl=&cd=79&source=gbs_api,art
EU Law After Lisbon,"['Andrea Biondi', 'Piet Eeckhout', 'Stefanie Ripley']",2012-01-05,['Law'],,,"The implementation of the Lisbon Treaty is profoundly changing many areas of EU law and policy. This volume gathers leading specialists in the field to analyse the implementation process and the directions of legal reform post-Lisbon, situating the Lisbon reforms in the broader context of on-going policy programmes.",471.0,en,http://books.google.co.in/books?id=upddqdHlrSEC&pg=PR19&dq=art&hl=&cd=80&source=gbs_api,art
Cambridge IGCSE® Art and Design,"['Collins Uk', 'Garry Whitehead']",2018-04-04,,,,"Full teacher support to accompany the Cambridge International IGCSE Art and Design Student's book for syllabus 0400. The Teacher's Guide provides a structure for delivering the course, but also gives teachers the flexibility to teach in their own way, in the best way possible for their particular classroom context. Exam Board: Cambridge Assessment International EducationFirst teaching: 2018 First examination: 2020 * Comprehensive coverage for syllabus 0400 for first examination from June 2020* Fully supports the approach of the Student's Book and outlines best practice for teaching Art and Design* Lesson plans, projects and activities that are suitable for a range of international classroom environments* Guidance on how to resource and manage an art and design classroom*Guidance on how to support students in their coursework and practical exam and how to build this into the course* Annotated student case studies with guidance on assessment* Written and developed by experienced Art and Design teachers and practitioners This title is endorsed by Cambridge Assessment International Education.",266.0,en,http://books.google.co.in/books?id=lbDYAQAACAAJ&dq=art&hl=&cd=81&source=gbs_api,art
The Art Spirit,['Robert Henri'],2025-02-04,['Art'],,,"A classic collection of writing from a great American painter and teacher on modern art theory, technique, and appreciation. In the late nineteenth and early twentieth centuries, Robert Henri pioneered a more visceral approach to painting, finding his subjects in everyday urban experiences. From his studio in Philadelphia, he inspired fellow painters to capture the dismal aspects of city life, sparking a movement that came to be known as the Ashcan School. In The Art Spirit, Henri shares his technical expertise as well as his philosophy of art and his vision for its place in modern American society.",196.0,en,http://books.google.co.in/books?id=u-g-EQAAQBAJ&dq=art&hl=&cd=82&source=gbs_api,art
Drawing,['Kathryn Temple'],2005,['Drawing'],,,"Great instructions and suggestions for drawing people, places, and things.",0.0,en,http://books.google.co.in/books?id=drErngEACAAJ&dq=art&hl=&cd=84&source=gbs_api,art
What Are the Arts and Sciences?,['Dan Rockmore'],2017-06-06,['Education'],,,"What constitutes the study of philosophy or physics? What exactly does an anthropologist do, or a geologist or historian? In short, what are the arts and sciences? While many of us have been to college and many aspire to go, we may still wonder just what the various disciplines represent and how they interact. What are their origins, methods, applications, and unique challenges? What kind of people elect to go into each of these fields, and what are the big issues that motivate them? Curious to explore these questions himself, Dartmouth College professor and mathematician Dan Rockmore asked his colleagues to explain their fields and what it is that they do. The result is an accessible, entertaining, and enlightening survey of the ideas and subjects that contribute to a liberal education. The book offers a doorway to the arts and sciences for anyone intrigued by the vast world of ideas.",378.0,en,http://books.google.co.in/books?id=I-CaDgAAQBAJ&pg=PA29&dq=art&hl=&cd=86&source=gbs_api,art
Keys to Drawing,['Bert Dodson'],1990-08-15,['Art'],,,"Anyone who can hold a pencil can learn to draw. In this book, Bert Dodson shares his complete drawing system—fifty-five ""keys"" that you can use to render any subject with confidence, even if you're a beginner. These keys, along with dozens of practice exercises, will help you draw like an artist in no time. You'll learn how to: • Restore, focus, map, and intensify • Free your hand action, then learn to control it • Convey the illusions of light, depth, and texture • Stimulate your imagination through ""creative play""",225.0,en,http://books.google.co.in/books?id=tsCrDwAAQBAJ&pg=PP1&dq=art&hl=&cd=87&source=gbs_api,art
Drawing Cutting Edge Comics,['Christopher Hart'],2001,['Art'],,,"The first-ever guide that shows how to draw the radical characters and special effects of extreme comics. Dozens of step-by-step lessons demonstrate extreme anatomy, glows, knockouts, and more. Also includes art from several top extreme comics artists.",148.0,en,http://books.google.co.in/books?id=1b5voVgNjjcC&q=art&dq=art&hl=&cd=88&source=gbs_api,art
Art and How It Works,"['Ann Kay', 'Dorling Kindersley Publishing Staff']",2018-10-29,['Art'],,,"This enticing introduction to art appreciation for children looks at art history, themes in art, and art techniques - from cave paintings to modern art. Children will learn to step back, think, and look at art in a new way. This fabulous book explores themes in art, including women in art and symbolism in art. Kids will be encouraged to look closely at a painting and understand why and how it was made. By tapping into STEAM (Science, Technology, Engineering, Arts, Maths), Art ... And How it Works helps with the understanding of colour and the materials artists use. The mathematical side of art will be highlighted and kids will learn about patterns and shapes in art. The book looks at the history of art for kids - from prehistoric paintings, Impressionism, abstract art, through to the art of today. It includes biographies of major artists from Fra Angelico to David Hockney. Art ... And How it Works cuts through the jargon that surrounds the art world and offers a fresh, new, and accessible approach for kids.",96.0,en,http://books.google.co.in/books?id=OCE3uQEACAAJ&dq=art&hl=&cd=89&source=gbs_api,art
Contraptions,['Heath Robinson'],2007-11,['Art'],,,"An introduction to the wonderful world of Heath Robinson, with carefully selected drawings from throughout his illustrious career, and a lively and informative commentary.",202.0,en,http://books.google.co.in/books?id=f0JLAQAAIAAJ&q=art&dq=art&hl=&cd=90&source=gbs_api,art
The European Convention on Human Rights,['William A. Schabas'],2015-09-24,['Law'],,,"The European Convention on Human Rights: A Commentary is the first complete article-by-article commentary on the ECHR and its Protocols in English. This book provides an entry point for every part of the Convention: the substance of the rights, the workings of the Court, and the enforcement of its judgments. A separate chapter is devoted to each distinct provision or article of the Convention as well as to Protocols 1, 4, 6, 7, 12, 13, and 16, which have not been incorporated in the Convention itself and remain applicable to present law. Each chapter contains: a short introduction placing the provision within the context of international human rights law more generally; a review of the drafting history or preparatory work of the provision; a discussion of the interpretation of the text and the legal issues, with references to the case law of the European Court of Human Rights and the European Commission on Human Rights; and a selective bibliography on the provision. Through a thorough review of the ECHR this commentary is both exhaustive and concise. It is an accessible resource that is ideal for lawyers, students, journalists, and others with an interest in the world's most successful human rights regime.",1433.0,en,http://books.google.co.in/books?id=oxokCwAAQBAJ&pg=PR100&dq=art&hl=&cd=94&source=gbs_api,art
The IMLI Manual on International Maritime Law,"['David Attard', 'Malgosia Fitzmaurice', 'Norman A. Martinez Gutierrez']",2014-10-30,['Law'],,,"This three-volume Manual on International Maritime Law presents a systematic analysis of the history and contemporary development of international maritime law by leading contributors from across the world. Prepared in cooperation with the International Maritime Law Institute, the International Maritime Organization's research and training institute, this a uniquely comprehensive study of this fundamental area of international law. Volume I: The Law of the Sea addresses the major issues which arise in the law of the sea. It provides a detailed understanding of the historical development of the law of the sea; the role of the International Maritime Organization; the law surrounding maritime zones; the legal regime of islands; the international sea-bed area; the legal regime governing marine scientific research; the rights and obligations of land-locked and geographically disadvantaged states; the legal regime of Arctic and Antarctic; and the settlements of disputes. This volume also considers the ways in which human rights and the law of the sea interact. The forthcoming Volume II will address shipping law; Volume III will provide analysis of marine environmental law and maritime security law. The full three-volume Manual will set out the entirety of international maritime law, re-stating and re-examining its fundamental principles, how it is enacted, and the issues that are shaping its future. It will be a superlative resource for those working with or studying this area of law.",796.0,en,http://books.google.co.in/books?id=fysDBQAAQBAJ&pg=PR41&dq=art&hl=&cd=95&source=gbs_api,art
Visual Arts in the Worshiping Church,['Lisa DeBoer'],2016-12-17,['Religion'],,,"Although numerous studies have examined biblical and theological rationales for using the visual arts in worship, this book by Lisa J. DeBoer fills in a piece of the picture missing so far — the social dimensions of both our churches and the various art worlds represented in our congregations. The first part of the book looks at Orthodoxy, Catholicism, and Protestantism in turn — including case studies of specific congregations — showing how each tradition’s use of the visual arts reveals an underlying ecclesiology. DeBoer then focuses on six themes that emerge when Orthodox, Catholic, and Protestant uses of the visual arts are examined together — the arts as expressions of the church’s local and universal character, the meanings attributed to particular styles of art for the church, the role of the arts in enculturating the gospel, and more. DeBoer’s Visual Arts in the Worshiping Church will focus and deepen the thinking of pastors, worship leaders, artists, students, and laypeople regarding what the arts might do in the midst of their congregations.",310.0,en,http://books.google.co.in/books?id=H0UkDwAAQBAJ&pg=PA139&dq=art&hl=&cd=96&source=gbs_api,art
Documents in International Economic Law,"['Christian J. Tams', 'Christian Tietje']",2012-08-30,['Business & Economics'],,,"Bringing together all the most important treaties and materials in international trade law, investment law, and financial law, this book will be an invaluable resource to both students and practitioners of international economic law.",758.0,en,http://books.google.co.in/books?id=AHMVDAAAQBAJ&pg=PA742&dq=art&hl=&cd=98&source=gbs_api,art
UN Convention against Transnational Organized Crime,"['Andreas Schloenhardt', 'Francesco Calderoni', 'Joseph Lelliott', 'Bettina Weißer']",2023-06-14,['Law'],,,"This book offers a comprehensive, article-by-article legal commentary on the United Nations Convention Against Transnational Organized Crime and its Protocols on trafficking in persons, smuggling of migrants, and trafficking in firearms and ammunition. The Convention- often referred to by the acronym UNTOC- was approved by the UN General Assembly on 15 November 2000 and made available for governments to sign at a high-level conference in Palermo, the heartland of the Italian Mafia, on 12-15 December 2000. For this reason, UNTOC is sometimes also referred to as the 'Palermo Convention'. The Convention entered into force on 29 September 2003. The purpose of UNTOC is to promote cooperation to prevent and combat transnational organized crime more effectively. UNTOC seeks to promote consistency among national legal systems and set standards for domestic laws so that States parties can effectively combat transnational organized crime. UNTOC is supplemented by three protocols: the Protocol against the Smuggling of Migrants by Land, Air, and Sea, the Protocol to Prevent, Suppress, and Punish Trafficking in Persons, especially Women and Children, and the Protocol against the Illicit Manufacturing of and Trafficking in Firearms, their Parts and Components, and Ammunition. Article by article, this books presents the text of each provision of the Convention and the Protocols, followed by a systematic analysis of their background and negotiating history, their interpretation by the Conference of the Parties and its working groups, in judicial decisions by domestic and international courts, , in the academic literature, and in official material published by international organisations, chief among them the United Nations Office on Drugs and Crime (UNODC), the guardian of UNTOC and the Protocols. The authors offer critical, scholarly commentary. The book serves as a compendium for those using, researching, or studying provisions under UNTOC and the Protocols and as a handbook for those charged with implementing and enforcing them.",913.0,en,http://books.google.co.in/books?id=QynFEAAAQBAJ&pg=PR25&dq=art&hl=&cd=99&source=gbs_api,art
Art Fundamentals: Theory in Practice,['3DTotal Publishing'],2021-10-12,['Art'],,,"Meet modern portraiture head-on with this step-by-step beginner's guide to creating stylized portrait, written by the industry's leading character designers.",288.0,en,http://books.google.co.in/books?id=tXcqzgEACAAJ&dq=art&hl=&cd=100&source=gbs_api,art
Research in the Creative and Media Arts,['Desmond Bell'],2019-04-01,['Social Science'],,,"In Research in the Creative and Media Arts, Desmond Bell looks at contemporary art and design practice, arguing that research activity is now a vital part of the creative dynamic. Today, creative arts and media students are expected to develop a range of research competencies and critical capacities in their creative project work. This book plots the basis for a research culture in the creative and media arts. It provides an illuminating genealogy of artistic research, revealing the intimate connections between art and science over the centuries and identifying some of the founding figures of practice-based artistic research. Bell explores the research that artists undertake through a number of case studies, talking to a range of contemporary artists and media makers about their work and the role research plays in this. He also traces the dialogues between art practice and a range of other humanity disciplines, such as history, anthropology and critical theory. His analysis reveals how contemporary art practice is now so locked into a set of interlocutions about process and purpose that it increasingly resembles a research practice in and of itself. Research in the Creative and Media Arts is a comprehensive overview of the relationship between research and practice that is ideal for undergraduate and postgraduate students, as well as researchers in the fields of art and design, art history and visual culture.",322.0,en,http://books.google.co.in/books?id=8QWQDwAAQBAJ&pg=PT79&dq=art&hl=&cd=101&source=gbs_api,art
Creative Illustration,,2012-10-09,['Art'],,,"During his career as one of America's most sought-after illustrators, Andrew Loomis (1889-1959) taught at the American Academy of Art in Chicago, and in 1939 he codified his lessons in his first manual, Fun with a Pencil. Four years later it had already been through six printings, and he followed up over the next two decades with a series of even more successful how-to books that remain the gold standard for artists to this day. Creative Illustration is considered Loomis's magnum opus, which was aimed primarily at the professional-level illustrator. Divided into seven sections: Line, Tone, Color, Telling the Story, Creating Ideas, Fields of Illustration, and Experimenting and Studies, this book is filled with instructions, tips, insider experiences, and incredible illustrations.",0.0,en,http://books.google.co.in/books?id=mAuREAAAQBAJ&dq=art&hl=&cd=106&source=gbs_api,art
"Nicholls, Montgomery, and Knowles on The Law of Extradition and Mutual Assistance","['Clive Nicholls QC', 'Clive Nicholls', 'Clare Montgomery QC', 'Clare Montgomery', 'Julian B. Knowles', 'Julian B. Knowles QC', 'Anand Doobay', 'Mark Summers']",2013-03-14,['Law'],,,"Nicholls, Montgomery, and Knowles on The Law of Extradition and Mutual Assistance provides a comprehensive and analytical treatment of the laws covering the extradition and mutual assistance agreements, as well as international mutual assistance. Provides extensive treatment of both extradition and mutual assistance in one text.",877.0,en,http://books.google.co.in/books?id=gWK7gGPGHHkC&pg=PR57&dq=art&hl=&cd=107&source=gbs_api,art
The Accountability of Armed Groups under Human Rights Law,"['Katharine Fortin', 'Foreword by Andrew Clapham']",2017-08-11,['Law'],,,"Today the majority of the armed conflicts around the world are fought between States and armed groups, rather than between States. This changed conflict landscape creates an imperative to clarify the obligations of armed groups under international law. While it is generally accepted that armed groups are bound by international humanitarian law, the question of whether they are also bound by human rights law is controversial. This book brings significant new understanding to the question of whether and when armed groups might be bound by human rights law. Its conclusions will benefit international law academics, legal practitioners, and political scientists and anthropologists working on issues related to rebel governance and civil wars. This book addresses the debate on this topic by employing a theoretical, historical, and comparative analysis that spans international humanitarian law, international criminal law, and international human rights law. Embedding these different perspectives in public international law, this book brings several key points of clarification to the legal framework. Firstly, the book draws upon social science literature on armed conflict to present a new viewpoint on the role that human rights law plays vis-à-vis international humanitarian law in non-international armed conflicts. Secondly, the book sheds light on the circumstances in which armed groups acquire obligations under human rights law. It brings illumination to these topics by combining historical and comparative research on belligerency, insurgency, and international humanitarian law with a theoretical analysis of legal personality under international law. In the final part of the book, the author tests the four most utilised theories of how armed groups are bound by human rights law, examining whether armed groups can be bound by virtue of (i) treaty law (ii) control of territory (iii) international criminal law and (iv) customary international law. In the book's conclusions, the author presents final remarks that are designed to provide concrete guidance on how the issue of armed groups and human rights law can be dealt with more thoroughly in practice.",465.0,en,http://books.google.co.in/books?id=J3AuDwAAQBAJ&pg=PR21&dq=art&hl=&cd=108&source=gbs_api,art
Delivering Authentic Arts Education 4e,['Judith Dinham'],2019-09-30,['Education'],,,"This market-leading practical text helps student teachers develop their confidence, understanding and skills to effectively and authentically teach arts. With a strong balance between theory and practice, Delivering Authentic Arts Education outlines the true nature of the key learning area of arts education and its importance in the curriculum, emphasising the arts as forms of creative activity, meaning-making and expression in a cultural context. Initial chapters discuss how to recognise and build on existing artistic abilities and pedagogical skills, how to encourage children’s creativity, how to lead arts appreciation experiences, and the general principles of planning and assessment. Part 2 specifically examines the five arts areas: dance, drama, media arts, music and visual arts. The final part of the text, Units of Inquiry, contains valuable sample learning activities and resources that demonstrate how to plan an effective lesson within a unit of inquiry.",442.0,en,http://books.google.co.in/books?id=a9jYDwAAQBAJ&pg=PA378&dq=art&hl=&cd=109&source=gbs_api,art
The Law of International Watercourses,['Stephen C. McCaffrey'],2019,['Law'],,,"This fully updated new edition of The Law of International Watercourses examines the rules of international law governing the use of international rivers, lakes, and groundwater shared by two or more countries.",689.0,en,http://books.google.co.in/books?id=a8XnDwAAQBAJ&pg=PR39&dq=art&hl=&cd=110&source=gbs_api,art
EU Competition Law and Intellectual Property Rights,['Pat  Treacy'],2024-07-05,['Law'],,,"This authoritative book from one of the top experts in the field sets out a detailed and practical analysis of the complex and often fraught relationship between EU competition rules and intellectual property rights. It is an essential resource for competition lawyers litigating Tech and Pharma cases and advising companies in those sectors, for in-house counsel within those industries, and for IP lawyers needing to understand the competition aspects of licensing agreements. It is also an indispensable reference for courts, enforcement agencies and national competition authorities, as well as for scholars researching in the field.",555.0,en,http://books.google.co.in/books?id=0WcTEQAAQBAJ&pg=PR34&dq=art&hl=&cd=111&source=gbs_api,art
"Law, Religion, Constitution","['Dr Cristiana Cianitto', 'Ms Donlu Thayer', 'Professor Silvio Ferrari', 'Professor W Cole Durham Jr.']",2013-09-28,['Law'],,,"What is the place assigned to religion in the constitutions of contemporary States? What role is religion expected to perform in the fields that are the object of constitutional regulation? Is separation of religion and politics a necessary precondition for democracy and the rule of law? These questions are addressed in this book through an analysis of the constitutional texts that are in force in different parts of the world. Constitutions are at the centre of almost all contemporary legal systems and provide the principles and values that inspire the action of the national law-makers. After a discussion of some topics that are central to the constitutional regulation of religion, the book considers a number of national systems covering countries with a variety of religious and cultural backgrounds. The final section of the book is devoted to the discussion of the constitutional regulation of some particularly controversial issues, such as religious education, the relation between freedom of speech and freedom of religion, abortion, and freedom of conscience.",444.0,en,http://books.google.co.in/books?id=O0SiAgAAQBAJ&pg=PT32&dq=art&hl=&cd=112&source=gbs_api,art
The Max Planck Handbooks in European Public Law,"['Armin von Bogdandy', 'Peter M. Huber', 'Christoph Grabenwarter']",2020,['Law'],,,"This series analyses the public law of the European legal space, which encompasses the law of the EU, the European Convention on Human Rights, and the domestic public laws of European states. This volume analyses the history, organization, and procedure of constitutional adjudication and outlines the historical process and current outlook.",977.0,en,http://books.google.co.in/books?id=frXRDwAAQBAJ&pg=PR56&dq=art&hl=&cd=113&source=gbs_api,art
Unjustified Enrichment,"['Stephen Swann', 'Christian von Bar']",2010-03-12,['Law'],,,"""Unjustified enrichment"" is one of the three main non-contractual obligations dealt with in the DCFR. In recent years unjustified enrichment has been one of the most intellectually animated areas of private law. In an area of law whose territory is still partially uncharted and whose boundaries are contested, this volume of Principles of European Law will be invaluable for academic analysis of the law and its development by the courts. During the drafting process, comparative material from over 25 different EU jurisdictions has been taken into account. The work therefore is not only a presentation of a future model for European rules to come but provides also a fairly detailed indication of the present legal situation in the Member States.",776.0,en,http://books.google.co.in/books?id=IUKDBBj3zlsC&pg=PA673&dq=art&hl=&cd=114&source=gbs_api,art
EU Employment Law,['Jeff Kenner'],2002-12-23,['Law'],,,"This book traces the evolution of European Union employment law and social policy from its essentially economic origins in the Treaty of Rome through to the emerging themes post-Amsterdam: co-ordination of national employment policies,modernisation of social laws and combating discrimination. Each stage of development of Community employment law and social policy is analysed in depth to give a sense of perspective to this fast changing field. As the European Union seeks to meet the challenges of globalisation the need to develop social policy as a productive factor has come to the fore. The author explains how the social, economic and employment imperatives of European integration have always been intertwined and how the emergence of Community employment law from its hitherto twilight existence is best understood through an examination of consistent strands of policy development.",648.0,en,http://books.google.co.in/books?id=CszbBAAAQBAJ&pg=PR49&dq=art&hl=&cd=115&source=gbs_api,art
Anatomy and Drawing,['Victor Perard'],2024-09-16,['Art'],,,"2024 Reprint of 1936 Edition. Full facsimile of the original edition and not reproduced with Optical Recognition Software. This instructive book presents excellent annotated line drawings of anatomical structure for the beginning artist. Explaining the subject in simple terms and with an extensive series of dynamic illustrations, the author identifies parts of the body and demonstrates a wide array of physical activities through his sketches. Following notes on proportion and drawing, chapters cover the human skeleton, head and neck, torso, arm, hand, leg, foot, and musculature. Numerous illustrations depict various views of these structures, movements of the human figure, as well as changes in the relative proportions of features at different ages. One of the best books in its field, Anatomy and Drawing helps demystify a complex subject by enabling students to visualize the muscles and bones under the skin, and covers just about everything a beginner needs to know about drawing the human anatomy. Its fullness of information is given in simple clear form, in the manner of the accomplished draftsman. The human figure, under its various condition of age, sex and action has been so completely recorded, in its larger aspects as with details; the mechanism of the body-its bone structure, sinews and muscles so thoroughly studied and presented, that your work is nothing short of an encyclopedia; and all this within reasonable limits and in excellent form. REVIEWS: I am astonished at the amount of study, research and orderly execution that was required for the making of your ""Anatomy and Drawing."" A very instructive book is Victor Perard's ""Anatomy and Drawing.Its numerous and explicit drawings are of great value to the art student; to the beginner it serves to stimulate the interest and to realize the need of anatomical knowledge-for the advanced student and the artist it refreshes the memory in a vivid and thorough way. Mr. Victor Perard has given to artists and art students a very fine book on human anatomy.I have strongly recommended it to students attending lectures on anatomy as it is clear, definite, and very workable. The author thoroughly understands the muscles and bone structure, and also knows how to present the subject most interestingly to beginners and students. At last the mystery of drawing has been unfolded to future artists through the simple, carefully systematized methods of your book ""Anatomy and Drawing."" The knowledge you impart renders the artist's effort easier, gives his drawing more freedom, character and interest, thus enabling him to dispose more readily of his work.",0.0,en,http://books.google.co.in/books?id=FWTl0AEACAAJ&dq=art&hl=&cd=116&source=gbs_api,art
